Vardas                        Pavardė                      ND1  ND2  ND3  ND4  ND5  EGZ  
Vardas804                     Pavardė804                   1    9    3    7    4    7    
Vardas805                     Pavardė805                   4    3    10   7    10   3    
Vardas806                     Pavardė806                   4    5    4    1    9    6    
Vardas807                     Pavardė807                   8    9    10   5    4    10   
Vardas808                     Pavardė808                   2    10   8    1    3    3    
Vardas809                     Pavardė809                   5    6    6    4    7    8    
Vardas810                     Pavardė810                   6    3    4    3    8    5    
Vardas811                     Pavardė811                   8    2    10   9    2    2    
Vardas812                     Pavardė812                   4    1    1    7    10   5    
Vardas813                     Pavardė813                   5    3    6    3    3    10   
Vardas814                     Pavardė814                   5    5    2    8    6    3    
Vardas815                     Pavardė815                   10   6    10   7    5    5    
Vardas816                     Pavardė816                   8    4    3    9    4    6    
Vardas817                     Pavardė817                   6    8    8    6    2    8    
Vardas818                     Pavardė818                   2    1    2    1    2    2    
Vardas819                     Pavardė819                   6    9    1    7    10   10   
Vardas820                     Pavardė820                   2    5    5    8    2    10   
Vardas821                     Pavardė821                   3    4    9    10   9    8    
Vardas822                     Pavardė822                   5    6    1    4    2    10   
Vardas823                     Pavardė823                   7    4    9    3    9    8    
Vardas824                     Pavardė824                   8    1    1    8    9    3    
Vardas825                     Pavardė825                   3    9    10   5    1    10   
Vardas826                     Pavardė826                   9    9    7    4    8    1    
Vardas827                     Pavardė827                   9    8    2    9    5    2    
Vardas828                     Pavardė828                   6    4    5    2    4    6    
Vardas829                     Pavardė829                   3    2    8    2    7    9    
Vardas830                     Pavardė830                   10   5    5    8    10   7    
Vardas831                     Pavardė831                   1    9    7    10   2    9    
Vardas832                     Pavardė832                   8    9    7    4    3    8    
Vardas833                     Pavardė833                   7    2    1    2    1    3    
Vardas834                     Pavardė834                   10   7    9    7    9    9    
Vardas835                     Pavardė835                   10   6    6    7    4    2    
Vardas836                     Pavardė836                   3    9    2    3    9    7    
Vardas837                     Pavardė837                   2    8    10   6    7    3    
Vardas838                     Pavardė838                   5    3    5    2    1    5    
Vardas839                     Pavardė839                   4    6    4    6    4    10   
Vardas840                     Pavardė840                   6    7    4    2    4    9    
Vardas841                     Pavardė841                   5    5    4    3    1    8    
Vardas842                     Pavardė842                   9    8    10   6    6    6    
Vardas843                     Pavardė843                   2    5    10   10   6    2    
Vardas844                     Pavardė844                   3    10   9    3    9    6    
Vardas845                     Pavardė845                   10   6    6    10   7    10   
Vardas846                     Pavardė846                   8    5    9    2    3    2    
Vardas847                     Pavardė847                   9    7    4    8    8    5    
Vardas848                     Pavardė848                   3    2    4    10   10   5    
Vardas849                     Pavardė849                   6    5    8    7    2    5    
Vardas850                     Pavardė850                   9    1    1    5    4    5    
Vardas851                     Pavardė851                   6    6    8    1    7    1    
Vardas852                     Pavardė852                   7    3    3    2    8    9    
Vardas853                     Pavardė853                   6    4    10   3    7    10   
Vardas854                     Pavardė854                   8    1    1    7    5    10   
Vardas855                     Pavardė855                   8    3    6    1    6    10   
Vardas856                     Pavardė856                   6    1    2    4    7    10   
Vardas857                     Pavardė857                   7    1    4    1    6    3    
Vardas858                     Pavardė858                   1    2    7    9    1    7    
Vardas859                     Pavardė859                   10   4    8    8    9    4    
Vardas860                     Pavardė860                   1    1    3    10   1    8    
Vardas861                     Pavardė861                   3    6    7    7    8    9    
Vardas862                     Pavardė862                   2    7    10   6    7    10   
Vardas863                     Pavardė863                   6    7    1    8    7    6    
Vardas864                     Pavardė864                   3    1    6    3    6    8    
Vardas865                     Pavardė865                   8    3    9    3    6    5    
Vardas866                     Pavardė866                   3    3    10   6    6    9    
Vardas867                     Pavardė867                   4    3    10   6    10   2    
Vardas868                     Pavardė868                   3    3    10   1    5    5    
Vardas869                     Pavardė869                   8    7    1    9    4    8    
Vardas870                     Pavardė870                   2    6    2    10   6    7    
Vardas871                     Pavardė871                   2    1    2    10   3    1    
Vardas872                     Pavardė872                   3    9    4    6    10   6    
Vardas873                     Pavardė873                   5    9    1    10   2    4    
Vardas874                     Pavardė874                   2    5    9    5    6    4    
Vardas875                     Pavardė875                   1    9    1    10   3    10   
Vardas876                     Pavardė876                   8    10   4    7    7    7    
Vardas877                     Pavardė877                   9    6    3    4    9    1    
Vardas878                     Pavardė878                   5    9    3    8    7    8    
Vardas879                     Pavardė879                   1    5    8    10   10   1    
Vardas880                     Pavardė880                   7    5    10   10   10   5    
Vardas881                     Pavardė881                   10   4    7    2    4    9    
Vardas882                     Pavardė882                   10   2    8    6    2    6    
Vardas883                     Pavardė883                   4    5    1    2    8    10   
Vardas884                     Pavardė884                   2    3    4    10   8    3    
Vardas885                     Pavardė885                   8    7    6    6    5    8    
Vardas886                     Pavardė886                   10   4    2    2    4    1    
Vardas887                     Pavardė887                   9    6    5    8    7    5    
Vardas888                     Pavardė888                   9    10   2    3    2    10   
Vardas889                     Pavardė889                   5    1    8    8    5    5    
Vardas890                     Pavardė890                   5    9    4    1    6    3    
Vardas891                     Pavardė891                   5    10   1    10   5    8    
Vardas892                     Pavardė892                   9    5    10   7    5    4    
Vardas893                     Pavardė893                   2    6    7    7    1    5    
Vardas894                     Pavardė894                   2    3    9    6    8    2    
Vardas895                     Pavardė895                   3    6    10   2    1    2    
Vardas896                     Pavardė896                   8    9    6    4    2    9    
Vardas897                     Pavardė897                   2    8    6    8    2    6    
Vardas898                     Pavardė898                   5    10   9    6    10   1    
Vardas899                     Pavardė899                   1    6    4    5    9    8    
Vardas900                     Pavardė900                   8    10   5    4    7    10   
Vardas901                     Pavardė901                   1    4    1    7    6    8    
Vardas902                     Pavardė902                   2    7    4    1    4    9    
Vardas903                     Pavardė903                   3    7    5    8    10   6    
Vardas904                     Pavardė904                   10   4    2    3    9    1    
Vardas905                     Pavardė905                   4    7    4    5    8    2    
Vardas906                     Pavardė906                   6    3    9    2    8    5    
Vardas907                     Pavardė907                   4    7    1    9    6    2    
Vardas908                     Pavardė908                   6    2    4    3    5    7    
Vardas909                     Pavardė909                   3    9    1    5    8    1    
Vardas910                     Pavardė910                   2    10   8    6    7    4    
Vardas911                     Pavardė911                   8    3    1    9    7    9    
Vardas912                     Pavardė912                   5    4    5    2    2    7    
Vardas913                     Pavardė913                   8    1    3    2    6    4    
Vardas914                     Pavardė914                   5    4    4    2    9    1    
Vardas915                     Pavardė915                   2    1    2    3    1    6    
Vardas916                     Pavardė916                   4    7    4    10   7    4    
Vardas917                     Pavardė917                   1    4    7    6    4    8    
Vardas918                     Pavardė918                   6    5    2    2    10   5    
Vardas919                     Pavardė919                   4    6    7    5    10   7    
Vardas920                     Pavardė920                   2    6    9    6    10   8    
Vardas921                     Pavardė921                   9    5    7    3    6    10   
Vardas922                     Pavardė922                   10   7    10   9    1    8    
Vardas923                     Pavardė923                   10   1    6    3    8    10   
Vardas924                     Pavardė924                   4    10   8    2    10   10   
Vardas925                     Pavardė925                   6    9    8    3    1    8    
Vardas926                     Pavardė926                   1    7    7    5    6    9    
Vardas927                     Pavardė927                   6    2    1    2    5    3    
Vardas928                     Pavardė928                   9    2    6    1    10   6    
Vardas929                     Pavardė929                   5    1    9    7    10   1    
Vardas930                     Pavardė930                   7    8    4    3    2    6    
Vardas931                     Pavardė931                   3    3    8    9    3    7    
Vardas932                     Pavardė932                   4    4    5    6    4    10   
Vardas933                     Pavardė933                   8    10   8    1    2    6    
Vardas934                     Pavardė934                   4    6    1    4    7    5    
Vardas935                     Pavardė935                   2    4    9    5    1    7    
Vardas936                     Pavardė936                   2    10   5    10   7    4    
Vardas937                     Pavardė937                   7    5    6    1    8    5    
Vardas938                     Pavardė938                   8    6    8    4    6    1    
Vardas939                     Pavardė939                   10   1    3    7    8    9    
Vardas940                     Pavardė940                   1    1    4    6    6    1    
Vardas941                     Pavardė941                   4    10   6    7    3    4    
Vardas942                     Pavardė942                   8    10   6    10   10   3    
Vardas943                     Pavardė943                   6    8    9    9    10   4    
Vardas944                     Pavardė944                   4    7    10   7    10   5    
Vardas945                     Pavardė945                   10   2    5    10   4    3    
Vardas946                     Pavardė946                   6    7    10   4    7    7    
Vardas947                     Pavardė947                   6    6    6    6    9    1    
Vardas948                     Pavardė948                   1    7    6    10   2    1    
Vardas949                     Pavardė949                   1    1    3    4    4    8    
Vardas950                     Pavardė950                   9    4    7    4    1    7    
Vardas951                     Pavardė951                   4    3    7    7    7    2    
Vardas952                     Pavardė952                   5    6    5    9    4    1    
Vardas953                     Pavardė953                   8    4    5    8    2    10   
Vardas954                     Pavardė954                   4    3    5    7    6    5    
Vardas955                     Pavardė955                   7    1    3    9    1    3    
Vardas956                     Pavardė956                   3    2    1    10   6    7    
Vardas957                     Pavardė957                   10   3    2    6    7    9    
Vardas958                     Pavardė958                   8    1    2    4    5    8    
Vardas959                     Pavardė959                   8    8    8    1    6    10   
Vardas960                     Pavardė960                   8    7    9    8    7    7    
Vardas961                     Pavardė961                   2    2    1    6    10   4    
Vardas962                     Pavardė962                   8    8    8    8    5    4    
Vardas963                     Pavardė963                   7    4    5    3    6    3    
Vardas964                     Pavardė964                   2    6    9    5    7    3    
Vardas965                     Pavardė965                   10   7    10   7    10   1    
Vardas966                     Pavardė966                   1    6    10   2    6    4    
Vardas967                     Pavardė967                   6    2    5    10   2    4    
Vardas968                     Pavardė968                   9    10   8    6    5    10   
Vardas969                     Pavardė969                   2    2    4    7    1    7    
Vardas970                     Pavardė970                   7    6    1    2    5    5    
Vardas971                     Pavardė971                   5    4    4    10   7    5    
Vardas972                     Pavardė972                   6    5    1    8    10   5    
Vardas973                     Pavardė973                   9    7    4    8    1    10   
Vardas974                     Pavardė974                   9    8    7    10   8    1    
Vardas975                     Pavardė975                   3    4    10   9    3    5    
Vardas976                     Pavardė976                   3    9    4    3    7    7    
Vardas977                     Pavardė977                   6    8    8    9    4    7    
Vardas978                     Pavardė978                   3    4    10   10   5    10   
Vardas979                     Pavardė979                   6    1    10   2    2    9    
Vardas980                     Pavardė980                   5    8    7    6    6    8    
Vardas981                     Pavardė981                   9    2    8    1    9    7    
Vardas982                     Pavardė982                   7    1    5    3    9    4    
Vardas983                     Pavardė983                   10   3    9    5    4    1    
Vardas984                     Pavardė984                   3    1    2    2    4    8    
Vardas985                     Pavardė985                   5    8    8    6    2    5    
Vardas986                     Pavardė986                   6    2    7    6    1    1    
Vardas987                     Pavardė987                   7    8    4    6    4    7    
Vardas988                     Pavardė988                   6    3    9    10   6    8    
Vardas989                     Pavardė989                   5    9    5    7    1    5    
Vardas990                     Pavardė990                   10   4    2    6    4    4    
Vardas991                     Pavardė991                   2    8    3    6    4    4    
Vardas992                     Pavardė992                   6    10   9    8    1    1    
Vardas993                     Pavardė993                   4    10   7    9    6    5    
Vardas994                     Pavardė994                   6    4    4    5    9    10   
Vardas995                     Pavardė995                   10   9    3    3    1    6    
Vardas996                     Pavardė996                   8    4    3    3    6    1    
Vardas997                     Pavardė997                   3    6    8    10   4    4    
Vardas998                     Pavardė998                   3    9    9    8    4    7    
Vardas999                     Pavardė999                   2    1    10   2    9    9    
Vardas1000                    Pavardė1000                  6    1    7    2    3    8    
Vardas1001                    Pavardė1001                  5    3    6    6    4    3    
Vardas1002                    Pavardė1002                  8    8    5    9    7    8    
Vardas1003                    Pavardė1003                  4    5    9    4    6    5    
Vardas1004                    Pavardė1004                  3    10   2    9    2    4    
Vardas1005                    Pavardė1005                  4    7    9    6    9    8    
Vardas1006                    Pavardė1006                  7    2    4    1    1    7    
Vardas1007                    Pavardė1007                  4    8    7    2    8    3    
Vardas1008                    Pavardė1008                  8    10   3    7    9    9    
Vardas1009                    Pavardė1009                  8    4    1    10   7    4    
Vardas1010                    Pavardė1010                  7    7    10   9    4    4    
Vardas1011                    Pavardė1011                  3    10   9    6    1    8    
Vardas1012                    Pavardė1012                  2    1    3    5    3    3    
Vardas1013                    Pavardė1013                  6    3    8    9    8    6    
Vardas1014                    Pavardė1014                  6    5    8    8    1    1    
Vardas1015                    Pavardė1015                  1    5    2    4    4    7    
Vardas1016                    Pavardė1016                  6    6    5    4    3    3    
Vardas1017                    Pavardė1017                  6    2    1    8    4    7    
Vardas1018                    Pavardė1018                  9    1    5    10   8    2    
Vardas1019                    Pavardė1019                  7    9    2    8    8    4    
Vardas1020                    Pavardė1020                  10   4    4    1    3    6    
Vardas1021                    Pavardė1021                  8    7    2    1    1    10   
Vardas1022                    Pavardė1022                  7    4    7    6    2    3    
Vardas1023                    Pavardė1023                  2    7    7    6    8    10   
Vardas1024                    Pavardė1024                  3    9    2    3    9    1    
Vardas1025                    Pavardė1025                  10   2    3    10   4    5    
Vardas1026                    Pavardė1026                  2    5    7    3    10   3    
Vardas1027                    Pavardė1027                  6    7    1    8    2    7    
Vardas1028                    Pavardė1028                  4    5    6    10   1    5    
Vardas1029                    Pavardė1029                  9    3    5    3    7    2    
Vardas1030                    Pavardė1030                  5    3    5    7    6    3    
Vardas1031                    Pavardė1031                  8    8    1    7    6    2    
Vardas1032                    Pavardė1032                  2    1    2    4    4    6    
Vardas1033                    Pavardė1033                  7    1    9    4    8    3    
Vardas1034                    Pavardė1034                  7    5    7    4    6    10   
Vardas1035                    Pavardė1035                  9    9    7    1    3    5    
Vardas1036                    Pavardė1036                  10   9    7    5    2    8    
Vardas1037                    Pavardė1037                  9    2    4    1    5    8    
Vardas1038                    Pavardė1038                  6    4    3    2    5    7    
Vardas1039                    Pavardė1039                  9    10   5    1    10   4    
Vardas1040                    Pavardė1040                  10   5    5    7    2    2    
Vardas1041                    Pavardė1041                  9    9    1    9    6    8    
Vardas1042                    Pavardė1042                  5    9    10   9    7    3    
Vardas1043                    Pavardė1043                  5    4    5    9    7    2    
Vardas1044                    Pavardė1044                  9    9    5    10   6    5    
Vardas1045                    Pavardė1045                  10   4    2    2    2    4    
Vardas1046                    Pavardė1046                  3    8    2    6    1    4    
Vardas1047                    Pavardė1047                  6    2    10   2    4    3    
Vardas1048                    Pavardė1048                  8    7    2    6    10   2    
Vardas1049                    Pavardė1049                  1    3    9    9    7    8    
Vardas1050                    Pavardė1050                  10   9    8    9    6    3    
Vardas1051                    Pavardė1051                  10   9    7    9    4    4    
Vardas1052                    Pavardė1052                  9    7    5    8    6    6    
Vardas1053                    Pavardė1053                  3    3    8    6    7    7    
Vardas1054                    Pavardė1054                  8    7    9    1    8    1    
Vardas1055                    Pavardė1055                  8    8    4    8    9    7    
Vardas1056                    Pavardė1056                  4    5    1    4    1    4    
Vardas1057                    Pavardė1057                  2    3    7    10   2    4    
Vardas1058                    Pavardė1058                  2    6    2    9    1    6    
Vardas1059                    Pavardė1059                  8    6    7    5    10   4    
Vardas1060                    Pavardė1060                  5    2    7    1    7    7    
Vardas1061                    Pavardė1061                  10   4    4    5    10   8    
Vardas1062                    Pavardė1062                  2    8    8    6    10   9    
Vardas1063                    Pavardė1063                  7    2    3    3    5    6    
Vardas1064                    Pavardė1064                  5    2    7    7    5    6    
Vardas1065                    Pavardė1065                  2    4    1    6    10   5    
Vardas1066                    Pavardė1066                  7    3    9    4    6    1    
Vardas1067                    Pavardė1067                  7    6    3    9    6    1    
Vardas1068                    Pavardė1068                  9    4    9    4    3    9    
Vardas1069                    Pavardė1069                  8    3    9    10   3    9    
Vardas1070                    Pavardė1070                  10   7    4    8    6    7    
Vardas1071                    Pavardė1071                  10   9    4    4    6    4    
Vardas1072                    Pavardė1072                  8    1    3    5    2    2    
Vardas1073                    Pavardė1073                  2    5    4    1    2    10   
Vardas1074                    Pavardė1074                  3    5    6    7    8    2    
Vardas1075                    Pavardė1075                  6    9    9    9    9    4    
Vardas1076                    Pavardė1076                  7    5    10   1    7    8    
Vardas1077                    Pavardė1077                  9    2    6    3    10   10   
Vardas1078                    Pavardė1078                  5    6    7    5    10   8    
Vardas1079                    Pavardė1079                  8    9    7    7    1    6    
Vardas1080                    Pavardė1080                  9    1    6    1    9    4    
Vardas1081                    Pavardė1081                  10   2    6    2    2    5    
Vardas1082                    Pavardė1082                  1    7    8    1    6    2    
Vardas1083                    Pavardė1083                  6    1    9    9    6    5    
Vardas1084                    Pavardė1084                  3    3    1    10   9    5    
Vardas1085                    Pavardė1085                  1    4    7    7    5    8    
Vardas1086                    Pavardė1086                  4    7    3    8    3    9    
Vardas1087                    Pavardė1087                  2    10   3    5    4    5    
Vardas1088                    Pavardė1088                  8    5    2    10   6    3    
Vardas1089                    Pavardė1089                  8    4    8    1    3    8    
Vardas1090                    Pavardė1090                  3    4    3    7    10   9    
Vardas1091                    Pavardė1091                  9    4    9    1    9    4    
Vardas1092                    Pavardė1092                  9    3    3    5    9    9    
Vardas1093                    Pavardė1093                  1    3    4    1    5    5    
Vardas1094                    Pavardė1094                  6    1    3    6    1    4    
Vardas1095                    Pavardė1095                  6    4    4    6    7    5    
Vardas1096                    Pavardė1096                  2    3    6    1    6    4    
Vardas1097                    Pavardė1097                  10   7    3    8    4    3    
Vardas1098                    Pavardė1098                  6    1    7    3    6    3    
Vardas1099                    Pavardė1099                  10   3    6    1    4    1    
Vardas1100                    Pavardė1100                  8    2    9    10   3    3    
Vardas1101                    Pavardė1101                  3    9    10   4    3    2    
Vardas1102                    Pavardė1102                  4    10   9    10   8    9    
Vardas1103                    Pavardė1103                  3    3    8    8    3    3    
Vardas1104                    Pavardė1104                  5    10   8    5    10   10   
Vardas1105                    Pavardė1105                  3    4    2    5    8    9    
Vardas1106                    Pavardė1106                  7    5    2    6    3    2    
Vardas1107                    Pavardė1107                  4    4    8    2    5    5    
Vardas1108                    Pavardė1108                  9    9    10   9    4    2    
Vardas1109                    Pavardė1109                  3    9    2    8    10   2    
Vardas1110                    Pavardė1110                  4    10   7    3    6    9    
Vardas1111                    Pavardė1111                  10   4    9    4    9    2    
Vardas1112                    Pavardė1112                  7    2    8    4    3    6    
Vardas1113                    Pavardė1113                  9    10   4    4    6    7    
Vardas1114                    Pavardė1114                  7    2    3    3    7    5    
Vardas1115                    Pavardė1115                  7    6    5    7    7    2    
Vardas1116                    Pavardė1116                  8    8    8    5    6    6    
Vardas1117                    Pavardė1117                  4    1    7    9    8    10   
Vardas1118                    Pavardė1118                  8    4    9    4    8    1    
Vardas1119                    Pavardė1119                  6    6    4    9    1    3    
Vardas1120                    Pavardė1120                  5    7    10   8    9    8    
Vardas1121                    Pavardė1121                  7    9    7    2    2    9    
Vardas1122                    Pavardė1122                  8    10   10   5    9    2    
Vardas1123                    Pavardė1123                  5    6    7    4    3    5    
Vardas1124                    Pavardė1124                  3    1    9    1    8    3    
Vardas1125                    Pavardė1125                  2    8    1    3    8    1    
Vardas1126                    Pavardė1126                  10   5    6    4    6    1    
Vardas1127                    Pavardė1127                  2    6    2    6    3    7    
Vardas1128                    Pavardė1128                  7    10   9    9    8    1    
Vardas1129                    Pavardė1129                  2    2    7    10   10   6    
Vardas1130                    Pavardė1130                  10   1    1    10   1    6    
Vardas1131                    Pavardė1131                  7    1    4    10   3    9    
Vardas1132                    Pavardė1132                  3    4    5    4    3    8    
Vardas1133                    Pavardė1133                  5    7    4    7    3    6    
Vardas1134                    Pavardė1134                  7    3    8    7    8    3    
Vardas1135                    Pavardė1135                  6    6    1    1    7    1    
Vardas1136                    Pavardė1136                  8    3    4    10   4    9    
Vardas1137                    Pavardė1137                  7    9    8    7    6    8    
Vardas1138                    Pavardė1138                  1    7    7    10   3    7    
Vardas1139                    Pavardė1139                  9    7    2    5    9    10   
Vardas1140                    Pavardė1140                  10   1    8    3    2    4    
Vardas1141                    Pavardė1141                  1    6    3    4    2    4    
Vardas1142                    Pavardė1142                  6    1    4    9    3    2    
Vardas1143                    Pavardė1143                  7    5    1    5    5    1    
Vardas1144                    Pavardė1144                  5    5    9    10   8    6    
Vardas1145                    Pavardė1145                  10   9    5    4    9    7    
Vardas1146                    Pavardė1146                  8    10   4    7    8    2    
Vardas1147                    Pavardė1147                  10   2    7    6    6    7    
Vardas1148                    Pavardė1148                  7    10   7    5    9    3    
Vardas1149                    Pavardė1149                  2    6    8    5    2    1    
Vardas1150                    Pavardė1150                  1    7    4    7    2    9    
Vardas1151                    Pavardė1151                  3    4    7    4    3    2    
Vardas1152                    Pavardė1152                  2    3    5    9    4    7    
Vardas1153                    Pavardė1153                  4    9    10   2    1    4    
Vardas1154                    Pavardė1154                  8    8    4    5    7    3    
Vardas1155                    Pavardė1155                  7    4    4    2    5    7    
Vardas1156                    Pavardė1156                  3    1    2    6    5    4    
Vardas1157                    Pavardė1157                  7    6    7    5    5    6    
Vardas1158                    Pavardė1158                  5    8    6    10   7    2    
Vardas1159                    Pavardė1159                  5    5    5    2    9    7    
Vardas1160                    Pavardė1160                  5    5    7    3    3    6    
Vardas1161                    Pavardė1161                  5    4    5    8    2    2    
Vardas1162                    Pavardė1162                  6    5    2    4    10   2    
Vardas1163                    Pavardė1163                  2    10   3    5    3    3    
Vardas1164                    Pavardė1164                  1    2    5    3    2    6    
Vardas1165                    Pavardė1165                  5    6    10   4    1    10   
Vardas1166                    Pavardė1166                  4    5    2    4    10   4    
Vardas1167                    Pavardė1167                  3    1    2    6    4    7    
Vardas1168                    Pavardė1168                  1    7    4    10   2    3    
Vardas1169                    Pavardė1169                  5    9    5    1    10   9    
Vardas1170                    Pavardė1170                  7    5    9    6    10   6    
Vardas1171                    Pavardė1171                  7    9    9    4    4    3    
Vardas1172                    Pavardė1172                  1    3    10   5    3    5    
Vardas1173                    Pavardė1173                  7    4    7    7    6    7    
Vardas1174                    Pavardė1174                  2    4    3    4    4    2    
Vardas1175                    Pavardė1175                  1    5    8    2    5    7    
Vardas1176                    Pavardė1176                  9    10   5    6    4    1    
Vardas1177                    Pavardė1177                  10   7    4    10   1    3    
Vardas1178                    Pavardė1178                  8    2    3    4    2    5    
Vardas1179                    Pavardė1179                  4    5    1    2    9    5    
Vardas1180                    Pavardė1180                  1    3    1    3    10   4    
Vardas1181                    Pavardė1181                  1    8    8    1    8    4    
Vardas1182                    Pavardė1182                  3    2    1    3    3    4    
Vardas1183                    Pavardė1183                  7    5    1    2    5    6    
Vardas1184                    Pavardė1184                  10   10   8    7    4    6    
Vardas1185                    Pavardė1185                  1    1    10   1    5    9    
Vardas1186                    Pavardė1186                  5    8    5    8    7    2    
Vardas1187                    Pavardė1187                  10   6    3    10   8    7    
Vardas1188                    Pavardė1188                  1    9    10   3    7    9    
Vardas1189                    Pavardė1189                  3    6    7    6    7    8    
Vardas1190                    Pavardė1190                  6    9    7    4    3    4    
Vardas1191                    Pavardė1191                  8    3    4    3    9    6    
Vardas1192                    Pavardė1192                  7    2    8    2    3    6    
Vardas1193                    Pavardė1193                  9    9    9    10   10   8    
Vardas1194                    Pavardė1194                  7    1    6    10   4    7    
Vardas1195                    Pavardė1195                  10   2    8    3    7    6    
Vardas1196                    Pavardė1196                  10   7    8    7    4    5    
Vardas1197                    Pavardė1197                  3    10   1    10   9    5    
Vardas1198                    Pavardė1198                  2    2    10   1    2    10   
Vardas1199                    Pavardė1199                  4    2    6    8    4    8    
Vardas1200                    Pavardė1200                  9    6    5    3    1    2    
Vardas1201                    Pavardė1201                  6    8    2    5    4    1    
Vardas1202                    Pavardė1202                  2    10   4    6    10   7    
Vardas1203                    Pavardė1203                  9    5    9    6    3    9    
Vardas1204                    Pavardė1204                  8    8    10   7    6    1    
Vardas1205                    Pavardė1205                  2    10   3    6    4    1    
Vardas1206                    Pavardė1206                  10   7    9    5    7    5    
Vardas1207                    Pavardė1207                  2    8    5    6    1    6    
Vardas1208                    Pavardė1208                  10   10   5    6    1    9    
Vardas1209                    Pavardė1209                  7    10   10   9    4    6    
Vardas1210                    Pavardė1210                  7    8    6    3    3    10   
Vardas1211                    Pavardė1211                  1    1    2    8    2    10   
Vardas1212                    Pavardė1212                  5    1    1    2    5    5    
Vardas1213                    Pavardė1213                  1    8    4    10   1    5    
Vardas1214                    Pavardė1214                  1    6    4    4    5    2    
Vardas1215                    Pavardė1215                  7    10   4    5    5    9    
Vardas1216                    Pavardė1216                  7    8    9    1    2    2    
Vardas1217                    Pavardė1217                  2    5    4    7    2    9    
Vardas1218                    Pavardė1218                  2    4    6    10   1    10   
Vardas1219                    Pavardė1219                  7    1    4    9    3    4    
Vardas1220                    Pavardė1220                  10   6    6    3    7    9    
Vardas1221                    Pavardė1221                  2    6    5    1    6    1    
Vardas1222                    Pavardė1222                  4    8    8    8    10   5    
Vardas1223                    Pavardė1223                  8    9    3    9    10   3    
Vardas1224                    Pavardė1224                  9    7    5    4    7    6    
Vardas1225                    Pavardė1225                  4    6    6    6    10   7    
Vardas1226                    Pavardė1226                  5    8    9    6    10   6    
Vardas1227                    Pavardė1227                  4    9    2    9    1    10   
Vardas1228                    Pavardė1228                  3    7    2    4    4    6    
Vardas1229                    Pavardė1229                  1    10   9    9    2    5    
Vardas1230                    Pavardė1230                  10   8    6    5    4    1    
Vardas1231                    Pavardė1231                  2    8    4    4    6    2    
Vardas1232                    Pavardė1232                  3    8    2    7    1    4    
Vardas1233                    Pavardė1233                  9    9    3    8    5    9    
Vardas1234                    Pavardė1234                  10   6    3    2    4    8    
Vardas1235                    Pavardė1235                  4    1    10   2    5    4    
Vardas1236                    Pavardė1236                  1    5    4    2    3    2    
Vardas1237                    Pavardė1237                  7    2    8    8    6    9    
Vardas1238                    Pavardė1238                  8    4    10   6    3    7    
Vardas1239                    Pavardė1239                  1    1    1    10   9    8    
Vardas1240                    Pavardė1240                  2    1    3    2    5    10   
Vardas1241                    Pavardė1241                  7    5    4    10   6    10   
Vardas1242                    Pavardė1242                  6    2    1    10   2    7    
Vardas1243                    Pavardė1243                  7    6    10   10   1    7    
Vardas1244                    Pavardė1244                  4    4    1    8    7    7    
Vardas1245                    Pavardė1245                  6    8    9    3    9    2    
Vardas1246                    Pavardė1246                  9    9    4    8    2    9    
Vardas1247                    Pavardė1247                  6    8    4    5    4    7    
Vardas1248                    Pavardė1248                  6    3    8    10   9    1    
Vardas1249                    Pavardė1249                  4    1    4    10   10   4    
Vardas1250                    Pavardė1250                  4    10   8    4    7    4    
Vardas1251                    Pavardė1251                  7    6    10   8    4    6    
Vardas1252                    Pavardė1252                  5    3    8    8    6    9    
Vardas1253                    Pavardė1253                  10   5    8    6    3    2    
Vardas1254                    Pavardė1254                  4    6    7    6    7    10   
Vardas1255                    Pavardė1255                  8    8    1    4    3    5    
Vardas1256                    Pavardė1256                  9    6    4    2    3    5    
Vardas1257                    Pavardė1257                  1    2    2    8    5    7    
Vardas1258                    Pavardė1258                  8    7    6    5    3    6    
Vardas1259                    Pavardė1259                  4    1    2    5    7    9    
Vardas1260                    Pavardė1260                  3    4    9    1    10   4    
Vardas1261                    Pavardė1261                  1    5    9    2    10   3    
Vardas1262                    Pavardė1262                  8    9    4    5    5    5    
Vardas1263                    Pavardė1263                  9    8    2    10   6    8    
Vardas1264                    Pavardė1264                  8    5    6    10   5    9    
Vardas1265                    Pavardė1265                  1    8    4    10   3    4    
Vardas1266                    Pavardė1266                  1    5    2    8    8    1    
Vardas1267                    Pavardė1267                  4    7    10   1    1    2    
Vardas1268                    Pavardė1268                  2    3    7    7    9    5    
Vardas1269                    Pavardė1269                  6    4    7    1    2    5    
Vardas1270                    Pavardė1270                  2    3    8    1    6    4    
Vardas1271                    Pavardė1271                  10   6    1    6    4    4    
Vardas1272                    Pavardė1272                  8    9    1    5    10   4    
Vardas1273                    Pavardė1273                  10   7    6    3    3    1    
Vardas1274                    Pavardė1274                  2    4    10   5    1    7    
Vardas1275                    Pavardė1275                  6    10   7    1    8    3    
Vardas1276                    Pavardė1276                  7    7    9    1    8    6    
Vardas1277                    Pavardė1277                  4    2    7    2    2    10   
Vardas1278                    Pavardė1278                  2    1    10   6    3    10   
Vardas1279                    Pavardė1279                  5    6    2    9    4    1    
Vardas1280                    Pavardė1280                  1    1    5    8    8    8    
Vardas1281                    Pavardė1281                  3    1    7    4    6    2    
